thithake	ठिठके
vagheshwari	वाघेश्वरी
worthington	वर्थिंग्टन
pangar	पंगार
castelo	कैस्टेलो
madecha	मादेचा
afreekee	अफ्रीकी
mujakkir	मुजाक्किर
bahudeshyiya	बहुदेश्यीय
mutraghhaat	मूत्राघात
dolmite	डोलामाईट
alassalah	अलस्सलाह
sanghavareel	संघावरील
upadhyakshapadane	उपाध्यक्षपदाने
shoonyamanask	शून्यमनस्क
abhee	आभी
salahar	सलाहार
savarkundala	सवरकुंडला
asulu	असुलू
nagarkurnool	नगरकुरनूल
dushvaariyaan	दुश्वारियाँ
vikaskar	विकासकर
mankeshwar	मानकेश्वर
lockupmadheel	लॉकअपमधील
bojarn	बोजर्न
waterway	वाटरवे
sevajeshthata	सेवाजेष्ठता
kungad	कुंगड़
mahadhivaktaon	महाधिवक्ताओं
plevneliev	प्लेवनेलीव
hukumshahi	हुकुमशाही
beechakabhi	बीचकभी
vikasbhar	विकासभार
rajghar	राजघर
nisc	एनआईएससी
swadhayi	स्वाधायी
durgethi	दुर्गेठी
krishnu	कृष्णू
dhurgaon	धुरगाँव
mhaar	म्हार
hathaudaa	हथौड़ा
sinchaaiyukt	सिंचाईयुक्त
davaein	दवाएं
toliye	तोलिये
parbhaninantar	परभणीनंतर
emblem	एंबलम
masia	मासिआ
klishatha	क्लिष्टता
kaboola	कबूला
ghaade	घाडे
mirajkadoon	मिरजकडून
mitawaa	मितवा
boleg	बोलेग
apekshaaon	अपेक्षाओ
meboom	मेबूम
suffet	सफेट
bhattia	भट्टिया
espinosa	इस्पिनोसा
pedistrian	पैडिस्ट्रियन
pahilwanancha	पहिलवानांचा
sansarikon	सांसारिकों
ghudasawari	घुड़सवारी
sahbaanon	सहबानों
bhaksa	भक्सा
mardef	मारडेफ
cheezberger	चीज़बर्गर
kwashiorkor	क्वाशियोरकोर
vrikshakunj	वृक्षकुंज
jutiltayein	जटिलताएँ
firkawariyat	फिरकावारियत
ndra	एनडीआरए
banqiao	बान्कियो
chunariya	चुनरिया
sabootaan	सबूतां
chaavari	चावड़ी
swavikas	स्वविकास
hoyi	होयी
citrifolia	सिट्रीफोलिया
vivendi	विवेंदी
shinriko	शिन्रिको
tarawa	तारावा
jholiapur	झोलियापुर
hujjati	हुज्जती
samhaalaney	सम्हालने
khaataakhedi	खाताखेड़ी
akasmikta	आकस्मिकता
sonpariyon	सोनपरियों
dhanyache	धान्याचे
fotedar	फोटेदार
atyaadik	अत्यादिक
bidmc	बीआईडीएमसी
tripathiarvind	त्रिपाठीअरविंद
tubercolosis	ट्यूबरकोलोसिस
srijac	सृजक
hajirane	हाजिराने
raghuprataap	रघुप्रताप
inversity	इन्वर्सिटी
krodhini	क्रोधिनी
hathina	हथीना
rahikwara	रहिकवारा
tauran	तौरन
georgian	जार्जियन
godnam	गोदनाम
beachem	बीचेम
pegham	पेघाम
tubectomy	ट्यूबक्टोमी
kaarop	कारोप
varthur	वर्थुर
adikumar	आदिकुमार
quraane	क़ुराने
matajog	मताजोग
mukhaalifat	मुखालिफत
sutalyas	सुटल्यास
sosate	सोसते
varadaayi	वरदायी
emigrant	एमिग्रांट
sicpa	एसआईसीपीए
manesse	मैनसे
agala	अगला
banavale	बनवले
tansparent	टांसपेरेंट
kolaum	कोलौम
starwriter	स्टारराइटर
lictrature	लिक्ट्रेचर
sarnatoli	सरनाटोली
tereliye	तेरेलिए
walwan	वालवान
syaayi	स्यायी
maddil	मद्दिल
budaka	बुडाका
supernatural	सुपरनेच्युरल
bicoca	बाइकोका
trinesh	त्रिनेश
gorser	गॉर्सर
charaano	चरानो
khetimal	खेतीमाल
avavyavastha	अवव्यवस्था
abidine	अबीदीन
akorn	अकोर्न
implement	इंप्लीमेंट
tou	टोउ
induvaar	इंदुवार
kimmatibabat	किंमतीबाबत
mailfest	मेलफ़ेस्ट
ramsujan	रामसुजान
gravies	ग्रेवीज
nadivar	नदीवर
highlighting	हाइलाइटिंग
shishtandal	शिष्टंडल
chagli	चागली
hyderadabad	हैदरादबाद
ulaahanen	उलाहनें
halkabandi	हल्काबंदी
dariyasahab	दरियासाहब
dolatpuriya	दोलतपुरिया
sandish	सैंडिश
aparbari	अपरबारी
aansuo	आँसुओं
jakhbar	जखबर
dharadu	धराडू
dumala	दुमाला
ellips	इलिप्स
chadhvinyasathi	चढविण्यासाठी
kinhua	किन्हुआ
ataraankit	अतरांकित
tarunyachya	तारुण्याच्या
samasyanshi	समस्यांशी
khurdha	खुरदा
srr	एसआरआर
khummaan	खंमां
vargavarichya	वर्गवारीच्या
naharsinchit	नहरसिंचित
bafaliyaaz	बफलियाज़
tikya	टिक्या
subscript	सबस्क्रिप्ट
chhoodaa	छूड़ा
upisthit	उपिस्थित
tikolo	टिकोलो
panchavin	पांचवीं
videshvri	विदेश्वरी
satpaiah	सतपैया
kandhpur	कंधपुर
valmikan	वाल्मीकन
cots	सीओटीएस
padak	पदकों
lakshmananda	लक्ष्मानन्दा
gatividhiyom	गतिविधियोम
irlan	इरलान
paradise	पैराडाईज़
palel	पालेल
jadhavancha	जाधवांचा
cisplatin	सिस्प्लाटिन
coloho	कोलोहो
airship	एयरशिप
andile	एंडिले
dietics	डायटिक्स
bantwaya	बंटवाया
dharmaade	धर्मादे
katvon	कटवों
grima	ग्रिमा
borge	बोर्गे
ghasilal	घासीलाल
khatala	खटाला
prashaikshik	प्रशैक्षिक
malakshahi	मालकशाही
rachanaatmakataaen	रचनात्मकताएं
freecian	फ्रीसियन
barsaataan	बरसातां
gelprose	जेल्प्रोज
apastamba	आपस्तंब
ayatoallah	अयातुल्ला
haiantarrashtriya	हैअंतर्राष्ट्रीय
salda	सालदा
singada	सिंगड़ा
kutumbapaddhativar	कुटुंबपद्धतीवर
cavendish	कैवेन्डिश
dhimrapur	ढिमरापुर
bhijbal	भिजबल
snapping	स्नैपिंग
tahmi	ताहमी
buum	बूम
rhinosource	राइनोसोर्स
kondru	कोंदुरु
chudeil	चुड़ैल
ulangh	उलांघ
yanaon	यानौन
parastrilampat	परस्त्रीलम्पट
nikaliyega	निकालियेगा
analyst	ऐनालिस्ट
mokat	मोकट
dhanau	धनाऊ
nevchhar	नेवछार
balarman	बालारमन
kohrauti	कोहरौटी
rajyaniyantrit	राज्यनियन्त्रित
krasnodor	क्रासनोदोर
doojee	दूजी
lutpit	लुटपिट
featurebig	फीचरबिग
pepl	पीईपीएल
shashwar	शाश्वर
chishty	चिश्ती
texlon	टेक्सलॉन
dantwoda	दंतवोड़ा
protective	प्रोटेक्टीव
singaret	सिंगरेट
kutnitigy	कूटनीतिज्ञ
notanchya	नोटांच्या
mallatal	मल्लाताल
capec	कैपेक
chirna	चिरना
lakhminia	लखमिनिया
kaluru	कालुरु
patrakaaritaake	पत्रकारिताके
lokhart	लोखार्ट
mbpg	एमबीपीजी
aatmaja	आत्मजा
adhyankarta	अध्यनकर्ता
sasurghar	ससुरघर
cholamandalam	चोलमण्डलम
plastikbandimule	प्लास्टिकबंदीमुळे
rahisuddin	रहीसुदीन
insilico	इनसिलिको
avapatit	अवपतित
habibuddin	हबीबउद्दीन
kinkirat	किंकिरात
pakkadhora	पक्काधोरा
stylopoidia	स्टाइलोपायडिया
neuralgia	न्यूरॉल्जिया
screach	स्क्रीच
ramdinliana	रामदिनलियाना
chattarhat	चटेरहाट
abdulnavi	अब्दुलनवी
shannon	शैन्नॉन
zaffar	जफर
plastiksatha	प्लास्टिकसाठा
icomc	आईसीओएमसी
gundadhur	गुंडाधुर
khatkenge	खटकेंगे
financier	फाइनैंसर
doodhiva	दूधिवा
volcanology	वॉल्केनोलॉजी
sunkoshi	सनकोशी
balmayank	बालमयंक
dadadi	दादादी
bharengin	भरेंगीं
vivaahasthal	विवाहस्थल
intjar	इन्तजार
sering	सेरिंग
yatharthvadita	यथार्थवादिता
masoodhe	मसूढ़े
dhfs	डीएचएफएस
drishtay	दृष्टय
bensimon	बेंसिमोन
katolkar	काटोलकर
panikar	पानिकर
yapakhara	यापाखारा
overloaded	ओवरलोडिड
moolbhu	मूलभू
omcha	ओमचा
vachrajani	वचरजानी
raktalpata	रक्तल्पता
keepushti	कीपुष्टि
lossless	लासलेस
hirauli	हिरौली
aitahaasiktaa	ऐतहासिकता
chimli	चिमली
