sabherwal	सभरवाल
jaminachya	जामीनाच्या
upajaya	उपजाया
dhakelane	धकेलने
khareedenen	खरीदेनें
srinandraj	श्रीनंदराज
kirgiz	किरघिज
brahmnull	ब्राह्मणोंने
popstars	पॉपस्टार्स
increment	इनक्रीमेंट
businesswomen	बिजनेसवोमेन
puneetinder	पुनीतिंदर
sajjid	साजिद
paapdiwaal	पापड़ीवाल
warbhate	वारभाटे
tambakhuhi	तंबाखूही
bichhengi	बिछेंगी
andaselmadhye	अंडासेलमध्ये
sandighdh	संदिघ्ध
itasca	इटास्का
bevera	बेवेरा
saimaels	सैमएल्स
technological	टेक्नलॉजिकल
energetics	एनर्जेटिक्स
upchaarkarne	उपचारकरने
sirindhaurn	सिरिन्धौर्न
magstrip	मेगस्ट्रिप
akimcha	अकिमचा
anecture	अनेक्चर
kiloch	किलोच
rukhara	रुखारा
olympians	ओलिंपियंस
pkl	पीकेएल
vaahineevareel	वाहिनीवरील
duharrai	दुहर्राई
rajyakalantargat	राज्यकालांतर्गत
grasley	ग्रास्ली
phidel	फ़िदेल
sandhishul	सन्धिशूल
cecb	सीईसीबी
korol	कोरोल
miren	मिरेन
motlal	मोतलाल
solvent	सोल्वेंट
kharocha	खरोचा
garnis	गारनिस
prabhudaan	प्रभुदान
phonemadhil	फोनमधील
annive	एनिव
csjp	सीएसजेपी
awarudhh	अवरूद्ध
woodwork	वुडवर्क
samavar	समावर
andhawishwas	अंधविश्वास
rajagpur	रजगपुर
safalon	सफलों
mcnick	मैकनिक
kolambala	कोलांबाला
sparta	स्पार्टन्स
hasratganj	हसरतगंज
blackett	ब्लैकेट
imwazi	इमवाज़ी
akhvlediani	अख़्वेलेदानी
swechhapurwak	स्वेच्छापूर्वक
automization	ऑटोमाइजेशन
netcare	नेटकेयर
decile	डिसिल
mathematical	मैथेमेटिकल
phoneline	फोनलाइन
banaanebechane	बनानेबेचने
belapurkar	बेलापूरकर
matpetidware	मतपेटीद्वारे
scripting	स्क्रीप्टिंग
rbdav	आरबीडीएवी
triosky	ट्रायोस्की
conveyor	कंवेयर
pandukshila	पांडुकशिला
daahane	दाहने
parametron	पैरामेट्रॉन
competitiveness	कंपीटिटिवनेस
punyatithinimittaane	पुण्यतिथीनिमित्ताने
travellings	ट्रैवलिंग्स
navnirman	नवनिर्माण
tuhara	तुहारा
sachalika	सचालिका
chaiyari	चैयारी
islampanthi	इस्लामपंथी
gudiani	गुडियानी
higginson	हिगिंसन
avengelical	एवेंजिलिकल
juleng	जुलेंग
pratimanon	प्रतिमानो
sarvatonmukhee	सर्वतोन्मुखी
nedez	नेडेज
quadrangular	क्वाड्रेंगुलर
vpdv	वीपीडीवी
kamarpukur	कमारपुकुर
abakampani	अबकंपनी
aatmkathayen	आत्मकथाएं
hammedatha	हम्मदाता
mangathapuram	मंगतपुरम
kerur	केरुर
vistaarpoovark	विस्तारपूवर्क
cyclathon	साइक्लाथॉन
gangaabhaau	गंगाभाऊ
sanjon	संजों
bodhsingh	बोधसिंह
mohalim	मोहलिम
jitiyak	जितियाक
bakwass	बकवास
kaancharaapaada	कांचरापाड़ा
janasamagam	जनसमागम
canda	कनाडा
sculpt	स्कल्प्ट
samaygujarne	समयगुजरने
rapinderpal	रपिंदरपाल
suproo	सप्रू
prayaatkon	प्रयात्कों
sukanat	सुकानत
kazigand	काजीगंद
soldra	सोल्ड्रा
kheense	खींसे
pranigananet	प्राणीगणनेत
alidi	अलीदी
encephalitis	एनसेफालाइटिस
nuptse	नुप्त्से
khacha	खाचा
kiyaajismen	कियाजिसमें
bluegard	ब्लूगार्ड
adhivaason	अधिवासों
nppc	एनपीपीसी
bapla	बापला
gurugranthon	गुरुग्रंथों
katarmal	कटारमल
transceiver	ट्रान्सीवर
jagatpur	जगतपुर
doraiburu	दोराईबुरू
leicestershire	लाइसेस्टरशायर
samvaratatva	संवरतत्व
virunga	वरुंगा
kumaraswamy	कुमारस्वामि
sanyogon	संयोगों
kohtla	कोहत्ला
praptihoti	प्राप्तिहोती
dhobia	धोबिया
shilar	शिलर
placebos	प्लेसबोस
anakwade	अनकवाडे
newslaundry	न्यूजलौंड्री
umamaheshwar	उमामाहेश्वर
raajmargon	राजमार्गों
buddhirjanardhan	बुद्धिर्जनार्दन
khaibandi	खाईबंदी
mahatvakakshi	महत्वाकाक्षी
dirvaaya	दिरवाया
kareda	करेदा
sgnp	एसजीएनपी
barclays	बारक्लेज
prativaadit	प्रतिवादित
puvan	पुवन
homeopathicamedical	होमियोपैथिकमेडिकल
chhadon	छड़ों
listrin	लिस्ट्रिन
tulgi	तुलगी
jagahnivesh	जगहनिवेश
pashthi	पष्ठी
goniopora	गोनिओपोरा
jisfaroshi	जिस्फारोशी
coursen	कोर्सेन
shatruvat	शत्रुवत्
brutal	ब्रुटल
sarchadhe	सरचढे
poltechnical	पोलटेक्निकल
ishtam	इष्टम
tanjam	तंजम
erakesvara	इरकेश्वर
ankurgupta	अंकुरगुप्ता
performation	परफॉर्मेशन
hurtberger	हर्टबर्गर
amnesia	एम्नेशिया
shivsenevarhi	शिवसेनेवरही
abhinayparak	अभिनयपरक
putrashok	पुत्रशोक
gollaprolu	गोल्लप्रोलु
patbandharechya	पाटबंधारेच्या
mustikunta	मुस्तिकुंता
lekhapani	लेखपानी
dalvaaye	डलवाये
garfaraz	गरफराज
santacruz	सांताक्रुज़
unchaaiyo	ऊँचाइयो
disayala	दिसायला
nalsuha	नलसूहा
gairprantiya	गैरप्रांतीय
budhapara	बुढापारा
nissarudin	निसारुद्दीन
nirmaate	निर्माते
nirdayata	निर्दयता
ansip	अंसिप
vijita	विजिता
sunako	सुनको
jastayukt	जस्तायुक्त
sahanarpur	सहानरपुर
aageh	आगेः
mohanty	मोंहती
batatyacha	बटाट्याचा
communalism	कम्यूनलिज्म
shaishunagon	शैशुनागों
shultes	शूल्टस
chandila	चांदिला
dompu	डोमपु
sabujsathi	सबुजसाथी
rahasyagy	रहस्यज्ञ
gopiyataen	गोपीयताएं
mishrani	मिश्राणी
paramkripalu	परमकृपालु
chhiparo	छिपरो
dharamee	धर्मी
padapaath	पदपाठ
teza	तेज़ा
checkup	चेकअप
lathiyaya	लाठियाया
mentorship	मेंटोरशिप
sasaholi	सासाहोली
opm	ओपीएम
yanich	यानीच
alfasani	अल्फसानी
reejhan	रीझन
shakarparian	शकरपारियां
dikhaaigaa	दिखाइगा
bingham	बिंगहैम
chandumal	चंदुमल
personnel	पर्सनेल
lamotil	लामोटिल
jalegaa	जलेगा
andey	अन्डे
bamsad	बामसाद
srisachchidananda	श्रीसच्चिदानन्द
roansi	रोआंसी
ldce	एलडीसीई
takarruri	तकर्रुरी
sharpaao	शरपाओ
yojnagat	योजनागत
permittered	परमिटर्ड
itivrittach	इतिवृत्तच
baratate	बरतते
kalcharam	कल्चरम
jhatakaaen	झटकाएं
pithode	पिथौड़े
safaltapradayak	सफलताप्रदायक
bhetanyababat	भेटण्याबाबत
nikude	निकुडे
sareel	सरील
smritibhrasht	स्मृतिभ्रष्ट
akun	अकुन
kripaapaatra	कृपापात्र
vrijamandi	वृजमंडी
tibita	टीबिटा
malkhand	मलखंड
tankers	टैंकरों
anaasikt	अनासिक्त
karsandas	कृष्णदास
hulene	हुलेने
rasika	रसिका
mainfred	मेनफ्रेड
kulabala	कुलाबाला
petrochemicals	पेट्रोकेमिकल्ज़
prabandhonke	प्रबंधोंके
latham	लैथम
tekguda	टेकगुडा
stanonshikshakonsabse	स्तनोंशिक्षकोंसबसे
daundat	दौंडत
dwando	द्वन्दो
raidhir	रायधीर
jayanadon	जयनादों
aayagata	आयगत
nisaki	निसाकी
akbarmirza	अकबरमिर्ज़ा
shirshwal	शीर्षवाल
palkansmore	पालकांसमोर
kasik	कसिक
ramatori	रामातोरी
aateek	आतीक
nakrod	नकरोड़
aakaran	आकरण
bartar	बरतर
baniyajiska	बनियाजिसका
jaisaji	जैसाजी
indroniyon	इन्द्रोणियों
uthatii	उठती
waartaayen	वार्ताएं
osification	ओसिफिकेशन
harvatopoulos	हार्वाटोपोलोस
ghutaayi	घुटायी
ulyova	उल्योवा
specialities	स्पेशालिटीज
karmika	कर्मिका
kylie	कैली
bahiram	बहीराम
dhantauri	धन्तौरी
chhatbir	छतबीर
metabolism	मेटबॉलिज्म
husband	हसबैण्ड
pasaram	पासाराम
eho	एहो
kangaal	कंगाल
hausai	हौसाई
narbhakshak	नरभक्षक
